,count,hate_speech,offensive_language,neither,class,tweet
8432,6,2,4,0,1,Bruh RT @share_ps4: He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO
8433,3,0,3,0,1,Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;
8434,3,0,2,1,1,Bruh leave it to the coins coons
8435,3,0,3,0,1,Bruh this niggah always falls asleep ! &#128530;&#128529;
8436,3,0,3,0,1,Bruh went so hard on that bitch he deserves pimp of the year
8437,3,0,3,0,1,Bruh. Sasuke and Sakuras daughter gonna be a bad Uchiha bitch
8438,3,0,3,0,1,Bruh. pt. 2 jaxon1114 killed this hoe too last night while we was sleep. http://t.co/F1Choia21G
8439,6,0,1,5,2,Bruh... @theofficialeg10 soo trash....
8440,3,0,3,0,1,Bruhhhh hoes ass laws had to fuck up the fun &#128532;&#128532;
8441,3,0,3,0,1,Bruised ankle is a bitch
8442,3,0,3,0,1,"Brutus looking girl getting off the elevator as I'm walking into a different one... No bitch u can't come in, u can't u can't come in."
8443,3,0,3,0,1,Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back &#128074;&#128165;&#128074;&#128162;&#128074;&#10024; lil bitch
8444,3,0,3,0,1,Bsd bitch make it clap
8445,3,0,3,0,1,Bt bitches &amp;&amp; niggahs always had there hand out
8446,6,0,6,0,1,"Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing"
8447,3,1,2,0,1,Buddy a fruit &#8220;@Deion_MVO: @Vonteeeeee Brandon said you a dirty ass coon&#8221;
8448,3,1,2,0,1,Buddy drug the whole train lmao good ... extra ass hoes
8449,3,1,2,0,1,Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo
8450,3,0,3,0,1,Build a bear &lt;&lt;&lt;&lt; build a bitch
8452,3,1,2,0,1,Bullets stick to a nigguh damn liver
8453,3,2,1,0,0,Bullets through a nigguh tru jeans
8454,3,0,3,0,1,Bullying laws are for pussies.
8455,3,0,3,0,1,Bum ass hoe
8456,3,0,3,0,1,Bum bitch won't even my type
8457,3,1,2,0,1,Bumoose ducking those insults like a scared white pussy
8458,3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life
8459,3,0,3,0,1,Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather
8460,3,1,2,0,1,Bunch of hurt niggas &amp; bitches on my IG timeline tonight.. Muhfuckas lame as hell b
8461,3,2,1,0,0,Burn bitch http://t.co/63FmrF0g5j
8462,3,1,0,2,2,Burnating all Yankees and their thatch roof cottages!!!!!! #Astros http://t.co/j3dZiwBDt0
8463,3,1,0,2,2,Burritos are trash
8464,3,0,3,0,1,Bussin bitches with my Gwale' Gwalas
8465,3,0,3,0,1,Bussy RT @MrTriskaideka: Is that avi pussy poppin on a handstand??
8466,3,1,2,0,1,"Bust a nicca head,smack a ho,shoot the club up! &#128514; &#128266;&#128266;&#128131;&#128131;&#128131;"
8467,3,0,3,0,1,"Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT @Yes_Yes117: @DaRealQuitaM @VonshayeB So what we doing??"
8468,3,0,3,0,1,Bust in dat bitch face I don't want sons! -- @Icewear_Vezzo
8469,3,0,3,0,1,Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO
8470,3,0,2,1,1,But Carl is a bitch &#128526;
8471,3,0,0,3,2,But I callin out da race card. Ain't no colored podcasts out dare
8472,3,0,3,0,1,But I can't buy tomorrow. That's why I go hard hoe.
8473,3,0,3,0,1,But I can't get her to smoke unless I bitch about it. The struggles of having a girl who doesn't... In actuality it's a great thing.
8475,3,0,3,0,1,But I have the hoes &#128542; http://t.co/XmFcV9rmV5
8476,3,0,3,0,1,But I'm calling this bitch yeah ok after you called me I return calls especially if it ain't my girl&#8230; http://t.co/6sSxOpuHge
8477,3,2,1,0,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets
8478,3,0,3,0,1,"But bitch you gon shave or wax that pussy before I bless it, Foh."
8479,6,0,5,1,1,"But bitches are crazy, I'd be in jail for sure"
8480,3,0,3,0,1,But bitches be mad than a Mf when they don't know what I'm doing &amp; how I getting it &#128175;
8481,3,0,3,0,1,"But if you knew , bitch you'll do better &#128074;"
8483,3,0,3,0,1,But no one calls him a pussy for his injuries
8484,3,0,3,0,1,But not prettier than Amber's. RT @YumiYoko: Her pussy is pretty
8485,3,0,1,2,2,But rich is a light skin coon. So it's expected.
8486,3,0,3,0,1,But she a bad bad bitch make you late for it.
8487,3,0,3,0,1,But she can shade the shit out a bitch RT @axolROSE: #YourWifeCantRead
8488,3,0,3,0,1,But she is a hoe.? &#8212; idk about that http://t.co/eccFBqzlKZ
8489,3,0,3,0,1,But staying up gon be a bitch.
8491,3,0,3,0,1,But they only talk on twitter bc pussies in real life
8492,3,0,3,0,1,But this emotional shit is absolutely for the birds.....
8493,3,0,3,0,1,But who is me &#128129;to TALK &#128266; about the next bitch flexing &#128170; when&#9757;&#65039; I done don it before &#128588;&#128077;&#128591;
8494,3,0,3,0,1,But why did this bitch just follow me...don't even like u @_graceexo
8495,3,0,3,0,1,But why does my school always have prom on Friday the 13th like this isn't some Freddy Vs Jason shit Even tho some bitches gonna look it &#128554;
8496,3,1,2,0,1,But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.
8497,3,1,2,0,1,But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.
8498,6,0,5,1,1,But you can't tell a broke bitch nothin &#128514;&#128514;&#128514; &#128056;&#9749;&#65039;
8499,3,0,3,0,1,"But you love me, you don't wanna be with nobody else, blah blah.. Bullshit fa the birds.."
8500,3,0,3,0,1,"But you.. Nvm @BJayBlast: I don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh"
8501,3,1,2,0,1,"Butler Unchained Review http://t.co/HXyYUjmOrm Short version, whitey sucks and a potentially positive film is simply anti-white agitprop."
8502,3,0,3,0,1,Butters get all the hoes
8503,3,1,2,0,1,Bye bitch.
8504,3,0,0,3,2,"Bye, Bye Charlie Strong."
8505,3,0,3,0,1,Bytch was an infant... &#171;@Mr_JSmart24 How the hell this bitch 18 talking bout how much she remember bout Pac before he died!?!&#187;
8506,3,1,0,2,2,CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..
8507,3,0,2,1,1,CEBROS and corporate hoes
8508,3,0,3,0,1,CLEARY diz princess iz a bad bitch. http://t.co/jV1SA1b2xw
8509,4,1,3,0,1,CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay
8510,3,0,2,1,1,"COME TO TND!!!! Atrocities starts at 7, followed by Lost Cause, Auramea, Night Verses, and NORMA JEAN! Let's fill this bitch."
8511,3,0,3,0,1,Caleb needs to stop being a little bitch.
8512,3,0,3,0,1,Caleb's a dick and Hanna's a bitch I hate them both now &#128554;&#128545;&#128545;&#128545;
8513,3,0,1,2,2,California has gangs because California is trash.
8514,3,2,0,1,0,California is home to skater trash.
8515,3,0,3,0,1,"Call a hoe a hoe, and a rat a rat"
8516,3,1,2,0,1,Call a negro
8517,3,0,3,0,1,Call dat bitch... http://t.co/p50wtGrz8a
8518,3,0,3,0,1,"Call me a dumb bitch but ion even know wtf ""Ebola"" is &#9995;&#128514;"
8519,3,1,2,0,1,Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it
8520,3,0,2,1,1,Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.
8521,3,0,3,0,1,Call of duty out this bitch
8522,3,1,2,0,1,"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch"""
8523,6,0,6,0,1,Called Eddie a hoe.... By mistake doe. Lol
8524,3,0,3,0,1,Calling it am early night heartache is a bitch #broken
8525,3,0,0,3,2,"Calling out teabaggers, conservatives on their BS: http://t.co/l8Qx8RMjrG via @YouTube"
8527,3,0,3,0,1,Cam Newton is Such a little girl like grow up and quit actin like a bitch
8528,3,0,3,0,1,Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more
8529,3,0,3,0,1,Came home and found my cat sleeping on my pillow ;c I love that niggah.
8530,3,0,3,0,1,Camo day! Catch me at school huntin' for basic bitches http://t.co/NPiq0jS5uz
8531,3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing
8532,3,0,0,3,2,Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014
8533,3,0,3,0,1,Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll
8534,3,0,3,0,1,Can I bring another bitch can we have a threesome or nahhh
8535,3,0,3,0,1,Can I bring another bitch or nah
8536,3,1,2,0,1,Can I bring another bitch or nah?
8537,3,0,1,2,2,Can I double stuff your Oreo?
8538,3,0,3,0,1,Can I get some good neck out dis hoe?
8540,3,0,3,0,1,Can I have a bad bitch without no flawwssss
8541,3,0,3,0,1,Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!
8542,3,0,3,0,1,Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/XPauwp43OA
8543,3,0,3,0,1,Can i bring another bitch or nah
8544,3,0,3,0,1,Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into
8545,3,0,3,0,1,Can never follow bitches who's bios look like this http://t.co/tHk9mnQtrg
8546,3,0,3,0,1,Can really hold phone convos in my house with this trash ass service
8547,3,0,3,0,1,Can someone beat Justin beibers ass? He's such little pussy.
8548,3,0,0,3,2,Can someone get me cheese and crackers
8549,6,0,0,6,2,"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?"
8550,3,0,3,0,1,Can someone treat me to some grub? I'm broke bitch over here.
8551,3,0,3,0,1,Can these birds shut the fuck up
8552,3,0,3,0,1,Can this bitch already update &#128530;
8553,3,0,3,0,1,Can this bitch hurry up... #INeedMyEigth
8554,3,1,2,0,1,Can this bitch sit the fuck down and shut the fuck up
8555,3,0,3,0,1,Can u say hoe hoe hoe? Ewww she was nasty. I was so mean to her on the daily. I'll spare the details lol.
8556,3,0,1,2,2,Can we bomb the selfie-monkey out of my timeline?
8557,3,0,0,3,2,Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.
8558,6,0,5,1,1,Can you catch a box hoe
8559,3,0,3,0,1,Can you catch a box hoe ?
8560,3,0,3,0,1,Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
8561,6,0,6,0,1,Can you let me stretch that pussy out or nah
8562,3,0,2,1,1,Can you let me stretch that pussy out or nahhh
8564,3,2,1,0,0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes"
8565,3,0,3,0,1,Can't be a major nigga with a minor hoe
8566,3,0,0,3,2,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.
8567,3,0,0,3,2,Can't beat a score of 12 on flappy bird #givingup
8568,3,0,3,0,1,Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard
8569,3,0,0,3,2,Can't find my BC powder .. I'll just chug this children's Advil
8570,3,0,3,0,1,"Can't fuck wit no bitch ugly friends,"
8571,3,1,2,0,1,Can't fuck with a coon ass girl bruh
8572,3,0,3,0,1,Can't fuck with no bitches. Just can't do it.
8573,3,1,2,0,1,Can't get no money from me you silly hoe
8574,3,0,3,0,1,Can't get no pussy to Kirk Franklin idc how long it's been for ya
8575,3,0,3,0,1,Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you
8576,3,0,3,0,1,Can't keep a bitch but its cool cause money still around
8577,3,0,3,0,1,Can't keep a shallow bitch if ya pockets ain't deep.
8578,3,0,3,0,1,"Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops"
8579,3,0,3,0,1,Can't neva be a sucka for no bitch.. That ain't me
8580,3,0,3,0,1,Can't no hoe #FixMyLife
8581,3,0,3,0,1,Can't save these hoes
8582,3,0,3,0,1,Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time
8583,6,1,5,0,1,Can't stand a nigga that curve his boys for some hoes
8584,3,0,3,0,1,Can't stand a sob ass bitch
8585,3,2,1,0,0,Can't stand bitch ass niggas.
8586,3,0,3,0,1,Can't stand ghetto ratchet ass mofos &#128078;&#128530;
8587,3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
8588,3,3,0,0,0,Can't stand that faggot.
8590,3,0,3,0,1,"Can't stand when I see a female just get out of relationship &amp; 2 days later their ""talking"" to another guy , hoes gonna be hoes smh"
8591,3,0,0,3,2,Can't stop eating graham crackers
8592,6,4,2,0,0,Can't take u coons nowhere &amp; I mean nowhere
8593,3,0,0,3,2,Can't tell if Mexico has been impressive or if Brazil has just been trash today
8594,3,0,3,0,1,"Can't tell me shit, cuz ion care bitch."
8595,4,0,3,1,1,"Can't trust every face, bitch you gotta watch em'"
8596,3,1,2,0,1,Can't trust these bitches. And these niggas either.
8597,3,0,3,0,1,Can't trust these hoes... And when I say hoes I mean dudes to
8598,3,1,2,0,1,"Can't turn a hoe into a house wife, #Fact"
8599,9,0,3,6,2,"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing."
8600,3,0,3,0,1,Can't wait till my bitches get here &#128131;
8601,3,0,3,0,1,Can't wait to put this down payment on my bitch
8602,3,0,3,0,1,Can't wait to see my bitch dutchess
8603,3,0,3,0,1,Can't worry bout a bitch that ain't worried bout me
8604,3,0,3,0,1,Cancel that bitch like NINOOO
8605,3,0,3,0,1,"Cancel that hoe! ""@SB_Nick: It ain't nothing to cut that b!tch off!"""
8606,3,0,3,0,1,"Cancer is a hoe y'all pray for the people who have it. http://t.co/4XgEQMrZq5"""
8608,3,0,3,0,1,Cant handle this bitch and her elbow fat
8609,3,1,2,0,1,Cant play No games wit deze niggas or bitches &#128581;&#128299;
8611,3,1,2,0,1,Cant wait! RT @StrictlyKeyz All niggas wanna do at 45 is pop Viagra and pop young bitches
8612,3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks
8613,3,0,0,3,2,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL
8614,3,0,3,0,1,Carl try eat the pussy but that big ass nose be fucking shit up
8615,3,0,3,0,1,Carol is gonna George and Lenny this bitch.
8616,3,0,3,0,1,Carrahs a bitch...
8617,6,0,6,0,1,"Carter needs to shut the fuck up, fucking bitch ass always trying to start shit"
8619,3,0,0,3,2,Casey Matthews is so trash this is BIG
8620,3,0,3,0,1,Catch me fuckin off tonight @viplounge901... #NoLineNoWait in that bitch as well... #MeetMeThere http://t.co/ZQvGMLzqfE
8621,3,0,3,0,1,Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap @KatGraham
8622,3,0,3,0,1,Catch this jet hoe
8623,3,0,3,0,1,Catch up with the Lingo itty bitty bitch
8624,3,0,3,0,1,Cause I'm a trophy hunting little bitch
8625,3,0,3,0,1,Cause I'm the type of NIGHHA to joke on you or to play around so don't be a little bitch
8626,3,0,3,0,1,Cause LSU trash RT @BreesInDaCut: Why they doin the College Playoff ranking shit so early?
8627,3,0,3,0,1,Cause bitch. I rather eat pussy then get mine ate.
8628,3,0,3,0,1,Cause you know.. Y'all hoes play entirely too much.
8629,3,0,1,2,2,Cavs trash too
8630,3,1,2,0,1,Cay got her whole lit new clicc from her school &amp; be on that bitch shit too me like ? Okay but anyways WE still DEM GIRLZ
8631,3,1,2,0,1,"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE!"" &#128514;&#128557;&#128514;OMG I hate her"
8632,3,3,0,0,0,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again
8633,3,1,2,0,1,Celebratin while you hatin bitch.
8634,3,0,2,1,1,Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using
8635,3,3,0,0,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash."
8637,3,0,0,3,2,"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24"
8638,3,0,0,3,2,Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds
8639,3,1,2,0,1,Chad Jordan in this bitch.
8640,3,0,1,2,2,Chance is trash
8641,3,0,3,0,1,Chances make champions nicca ain't nothing stopping you
8642,3,0,3,0,1,Chances make champions nicca ain't nothing stopping you!
8643,3,0,3,0,1,Change the game on u bitches&#128526;
